speaker,utterance_num,utterance
Client,10,": Uh-huh. Because you’re, you're uh more aware of all aspects of yourself  and it sounds a more acceptant of them too. “Yes, I'm mature in certain ways  and here's some ways I know I'm immature.” S11: And I didn't know that before,  or I, I knew I felt uncomfortable that I didn't understand it.  But that's related to something I've been thinking about, I think, about being here with you and, uh, and telling myself two things.  One is, “Oh, you're just a, I'm just a dependent personality,” you know, Carl Rogers or blah-blah-blah-blah, don't, I don't run my own life.  I go for help a lot.  And then I tell myself I’ve always been so strong and so together and having everything so worked out in my head that I don't allow myself to, to be helpless in a situation where it might be  good for me.  Like right now here with you, I would like to be more helpless, which to me means open, I think.  To what to us and, uh, and I see myself being, uh, together and not being helpless.  S Commentary 2: [I think at that point I was feeling concern that I was just gonna go to another session of being all in control of things and and rattling on and on. I probably made a conscious decision that that I have to do something to, to break that and, uh, which was talk about it, talk about my fear. My fear was or concern that I wouldn't learn anything.]"
Client,11,": Sounds as though you, you voice that as a conflict, but it sounds as though really you're more on the, on the side of the second aspect that, uh, uh, to be open and, and in that sense helpless and vulnerable, I guess might be a possible term too, um, is something you, you really believe that's what you are, rather than that you're a totally dependent person and really helpless and have to, have to run for help. I sort of get the feeling you like this aspect of you that is able to be with me in a way that is, uh, more open, more vulnerable perhaps. S12: Well, I like it and I also scold myself for being dependent,  so there's"
Client,12,": There are the two sides, uh-huh. S13: there's something missing in the middle to connect,  and I it seems like you might have been talking about that and I still didn't hear it."
Client,13,":  M-hm.  So really to get it more accurately, you scold yourself for for being dependent, for, for wanting  to be here, for example, with me,  and yet at the same time you, you feel. uh, well, that's good, I, I really like that, but where's the, where's the integration of those two, uh, points of view.   Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 42 S Commentary 3: [That seemed to me like a very excellent, um, not paraphrase, but when he, you know, tells me back  what he thinks I meant, it, um, solidified what I expressed in the previous comment about that there was something missing. It made more sense to me.] S14: That's right.   May I hold your hands again?"
Client,14,: Sure. M-hm.  S15: To feel that old feeling.
Client,15,": Okay. S Commentary 4: [When we did that filming in A_____, we held each others' hands the whole time, and I imagine that it occurred me that it might be good to do that again. I feel good. At that time, I, I wanted to get away from being in my head so completely the whole time, experiencing.] C Commentary 7: [I felt very comfortable during this holding of hands. Uh, I'm reminded of a friend of mine who said that he did eye therapy and, uh, in a sense that's what this was. Our eyes were very much in contact, and, uh, I think as much was going on at a non-verbal way as in a verbal way. It was a close relationship, and we both experienced it that way.] S16:   I would like to be less, uh, less strong right now. I would like to give myself the gift of not having to be sensible  and reasonable and  Also the protection,  protect,  protect myself."
Client,16,": M-hm, m-hm, m-hm. Really would be giving yourself a gift if you could just kind of let go  and not, uh, not be so  competent  and able.    C Commentary 8: [It seems clear that the reason she wants to hold my hands is that she wants to experience something that is very frightening to her, namely to drop her competent, reasonable, strong self and let herself be some of the weakness and vulnerability that she is.] S17: And I think it helps to touch   you, to, to, to let go of the shoulds, of my"
Client,17,": M-hm, m-hm. And you feel some contact and maybe you can say, “Well, maybe I don't have to be so strong, so  Maybe I can just let go more.” S18:  Yes.    I Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 43 want to get away from all, um, my rationalizing right now this minute, and I don't know how to do that  except to shut up.   And,  so it's not like I have so much a desire to sit and not talk and look in your eyes as I have a desire to not be the way I am all the time.  And I don't know yet  what else to do.  C Commentary 9: [In the interviews that we held a year ago, the silences were very long and Sylvia found a, a great deal of security and, uh, seemed to profit a great deal from holding my hands during the interview, and here she, uh, returns to the pattern of a year ago. It's another indication of the fact that these interviews with her perhaps rest more solidly on just the fact of the relationship than they do even on the content of what, uh, she's saying and talking about.]"
Client,18,": Have to be kind of silent, to let go of that rational and rationalizing part of you. S19: M-hm.  It feels easier to focus on, uh, in this position that I'm in now with you I feel more focused,   yeah."
Client,19,": Are there any things that sort of come bubbling up? S20: Yeah, I know it's something I want to talk about."
Client,20,": Okay. M-hm.   But it's not easy, huh. S21: No, it's not easy and I'm enjoying the richness of feeling  your hands this way and letting go of some more of, of the camera business  and the ...  And, uh, and the fear about bringing up something that   and knowing that in about fifteen minutes it'll all seem, um,  I don't know not quite as serious.  S Commentary 5: [It just had to take its own time for me to get to where I could feel like I could say the words that I needed to say. It was almost like waiting and just like, uh, you know, what else is new while I'm waiting? For something that took a natural process that it had to take.] C Commentary 10: [If anyone has a doubt about the value of silences, it should be removed by this interchange. Sylvia's saying, “I'm doing more work when I'm silent than I am when I'm talking.”] S Commentary 6: [His specific comments or the content of his comments is not necessarily helpful as opposed to not helpful, but what it does do that is valuable is that it gives me something to bounce against. It's a stimulation to better focus myself.] S21 : There's something I've been wanting to talk over with you. Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 44"
Client,21,": Okay. S22: Good. I'm real attracted to black people.  And, uh, that's about the craziest part of me, um, I'm ashamed  Um, I'm embarrassed, not right now this minute, but when I'm out walking around.   And living my life."
Client,22,": You feel what an awful thing it is that I'm attracted to black people.  C Commentary 11: [I think that from the time that she first wanted to hold my hands, I felt that she probably was going to make use of that closer relationship to get to something that she hadn't been able to express before, and now she's taking really a great risk in talking about something very private, very personal.] S23: Not, and not all the black people I see  but a lot.  And, uh, like the black people that I talked it over with, it seems, it doesn't seem like any problem at all, they understand perfectly.  And, but my family, I think it's a real painful situation for them when I have as many black friends as I do.  AndC23: That sounds like not only your family looks down on it or something but that you scold yourself for it too. S24: Uh-huh, right. I, I think there's something wrong with me."
Client,24,": Yeah, that's it. S25: Um. But it doesn'tC25: “What kind of a crazy person am I that I feel attracted  to so many blacks?” S26: Sick, sick I think of it as"
Client,26,": Sick, that's S27: and ne... neurotic, um.  Strange."
Client,27,": You really feel that there's something sick in you that causes you to have so many black friends. S28:  Well, I keep looking for a reasonable explanation  and there is none."
Client,28,": So there isn't any reason except that you feel that way. Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 45 S29: M-hm. And I ..."
Client,29,": And that isn't good enough. S30: Well, I, I, I've been struggling so long to accept that in myself and I'm still fighting. It's like I'm fighting to accept that in myself and, and letting go rather than thinking it's a terrible thing  and and that I can't let other people know.  And, uh,"
Client,30,": You feel “I should not feel that way. I shouldn't be that way. Sick.” C Commentary 12: [I think by that response I was trying to exaggerate her feelings in order to assist her in, uh, becoming more accepting of them, but as I, uh, listen to it I think I might have responded more powerfully by responding to her struggle to accept herself as a person who is attracted to blacks.] S31: Like when I, wh ... , I imagine when I meet a black person that I am attracted to, that that person will know   and I always wonder if they can tell."
Client,31,": Mm, see if it shows.  M-hm, m-hm. S32: And that they'll think I'm strange.  M-hm. And it has something to do with all the black/white sex stuff that goes on, like, um, black women and white men which is very foreign to me, I have very little thinking or, um, concern about that. But the black men/white women thing,  um. and I'm attracted to a lot of black men.  Yeah."
Client,32,": It has something to do with the sexual attraction. S33: I know, yeah, it does, I know it does.  But it's not just that, it's also  children and and women and lifestyle  and as I see it through my tunnel vision, which I do."
Client,33,": So I guess you're saying, um, yeah, there's a sexual element in it but I'm also attracted to their way of living. S34: M-hm. That I see.  And I, but I think what I see isn't what is."
Client,34,":  That's partly your fantasy or something.   S35: Maybe putting that, that, this on this film will help me that  stand on the ground and be who I am.  And not be so ashamed, so embarrassed and so,  um, uncomfortable. Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 46"
Client,35,": In a way you're saying it out loud and really in a wa ..., in a sense, publicly, may help you to feel “I don't need to be so ashamed of that.”  C Commentary 13: [I've filmed a number of interviews, but I never had a client knowingly make use of the filming to try to gain more acceptance of self and clearly that's what Sylvia is doing in this interchange. By putting herself clearly on record, she feels perhaps then she will feel less ashamed, less sick, more, uh, truly acceptant of the person that she is and the experiences that she has.] S36: And I tell myself I should be joyful, I mean,   why, why negative?  And I, I guess, you know, the culture or I don't know, I"
Client,36,": But you feel disapproved of probably, certainly by your family and maybe by the culture in this respect. S37: My friends don't understand.  My white friends."
Client,37,": M-hm, m-hm.   Makes you feel different.  Set apart or something like that.  S38: Well, sometimes I feel different but I know a lot of other people, I believe a lot of other people feel the same way.  and I know a lot of other white women are attracted to black men. So I believe that's common."
Client,38,": So that somehow you know you're not alone in this. C Commentary 14: [Here's another example of the fact that expressing all the negative attitudes she has toward her own attraction to blacks leads her to realize this really is not so bad after all; there are positive sides of it. Other people, other women feel the same way.] S39: But it seems like the strength of my feelings and, uh, the on-goingness and my de ..., my desire to identify with the black culture and,  um, is. is what seems out of proportion to me. That I feel out of proportion about it."
Client,39,": M-hm. So Okay, other women feel the same way but not to the degree that you do, you think.  That's kind of out of  Out of scale. S40: Or in general to the degree too, not just man/woman, but  people.  Maybe I,  it'll come a time accepting that part of myself."
Client,40,": Maybe someday you won't be ashamed of yourself for that. Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 47 S41: M-hm. Maybe someday I can be proud of myself.  And for what I believe and feel.  And I'm gradually learning to do that."
Client,41,": Uh-huh, m-hm. So, perhaps what you are and what you feel will be something you can take real satisfaction in instead of feeling  how shameful. S42: M-hm. And to me it's it's a sign of my growth is being able to do what I'm doing with you now, you'll make a film.    It's a real brazen thing to do.  M-hm."
Client,42,": Feel this is a risk.  And that's a sign of learning and of growth. S43: M-hm. Well, also it somehow it's a little different from a risk in the sense of some of my friends say, “A film? Wh... What do you want to do that for?” I mean, there's suspiciousness about it and …"
Client,43,": M-hm, m-hm.  So that's seen as another strange part of you. S44: Well, not so much, I mean, that's not a"
Client,44,": Not so. S45: It doesn't bother me.   Sometimes I, well, right now  sometimes, I have the sense of talking away what we were talking about and I'm wondering, if I went away, if I withdraw from the subject, uh, what's your perspective? It seems like we were talking about my attraction to black people and now we're not. And I'm, I don't know, like did we finish talking about it or did I withdraw? S Commentary 7: [My sense is that I was feeling confused about what was going on.] C Commentary 15:[I think this is a sample of Sylvia's sharp awareness of her own experiencing. I don't believe that in content we had left the subject of her attraction to blacks. But she realizes in herself that somehow she has withdrawn from that. She's, as she says, talked away from it. Obviously, that's because it has been a, a frightening subject to her. Perhaps also because she feels she's gone as far as she can go with it at the present time.] S45 : Um"
Client,45,": It's more of your analyzing it, isn't it, trying to think  about what's happening. “Did I run away from it? Or was I finished with it?”  Or continue think about it S46: analyze it  Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 48"
Client,46,": Instead of asking, “Do I feel as though I'm finished with it?  Do I feel as though I'm escaping from it?” S47: I like that. I like your your questions, or comments.  Do I feel finished?  No, I don't, I don't feel, I don't know  about escaping  and feeling finished, it's"
Client,47,": The feeling is one of uncertainty. S48: M-hm.   Well I I feel like I want to go back and listen to what we just talked about,  that I didn't hear it very well.  And ... C Commentary 16: [This is one of the commonest experiences when a person delves into areas that are sensitive, where they've exposed themselves in, in ways that make them very vulnerable. Sylvia, like many other clients, hardly knows what she has said because it has come so close to her inner feelings, because it’s such a delicate experience. Incidentally, this is one point where a wrong response on the part of the counselor can be very frightening and very threatening because her inner self is really very exposed at this point. This inability to remember is the, uh, defense of the self against being changed too rapidly. It probably would be very good for her to hear this later and to begin to accept more fully what she's just been expressing.]"
Client,48,": “What did I say? What did I feel?” You'd like to have a rerun of it and it S49: M-hm. Like I just went jabber-jabber-jabber-jabber.  And all that.  And soC49: Sounds like you scold yourself for that, as though, “Oh, I just talk talk-talk.”   It didn't sound like just talk-talk-talk to me. S50: It didn't?"
Client,50,": No. C Commentary 17: [Throughout these interviews, my own feelings have been largely empathic and caring ones. Here's the first time that I express some other feeling of my own. I simply couldn't permit her to scold herself for what she's been doing, and so I said, “It doesn't sound like, uh, just talk-talk-talk to me,” which was a very real feeling on my part at that moment.] S Commentary 8: [At that time I had the feeling that Carl was really asking me something that he wanted to know. Like genuinely interested and concerned about that.] S51:  Well, I would like to hear it again,  and it has, it, Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 49 and slowed down somehow,  and I now  I could think like taking your hand and looking at you and slowing down.  And then when I'm slowing--and that's what I want to do ...  But while I'm doing it, I'm scolding myself. “What are you doing this for?”"
Client,51,": M-hm.  Let me give you a very brief rerun of part of it. You were saying, “I'm ashamed of myself for being attracted to black men. Uh, I know many other women have some of the same feeling, but it seems to me I have that feeling disproportionately strong and uh my family is critical of that, the culture is critical. Um, I'd like to be able to accept those feelings in myself. Maybe I'm making a little bit of progress along that line, but still it does seem a need to be a a strange part of me that I don't understand.”   S52: That's right."
Client,52,": “And part of that attraction is sexual but I'm also attracted to their children, to the way they live, to a lot of things about them.”  C Commentary 18: [Sometimes when I show what an accurate listener I am, I feel proud of myself and I do in this moment.] S53: And what I, what you said that strikes me the most is it’s the part of me I don't understand,  it's a part of me I don't understand."
Client,53,": It just is, but you can't quite uh can't quite get at the reasons for it. You have to have the reasons. S54:   And I don't know why I have to have the reasons,  I don't have to explain to anybody.  So it seems like I don't have to have a reason."
Client,54,": M-hm.  So maybe the intellectual understanding isn't as important as you thought it was. S55: I think the acceptance is what's most important,  my acceptance.  C Commentary 19: [As she has shown throughout the, uh, interview, as she says, she analyzes and analyzes. She has to see the reasons for all of her behavior, and now she's taking a little bit lighter look at that, and realizing, ""I don't have to have a reason for every bit of my behavior, I don't have to understand all of it. I can simply accept it. Perhaps I can simply accept it."" I admire Sylvia's courage in being willing to voice the very, uh, intimate feelings she has on film. I believe that both the expression of those feelings will be constructive for her and that the willingness to share them with a wider audience will also have a positive effect in her life.] Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 50"
Client,55,": “If I could accept it, I wouldn't have to understand in the sense of knowing the reasons.” S56:  Or explain to anybody.   M-hm."
Client,56,": Sounds like that's what you're doing in imagination a lot, trying to explain it to somebody. S57: M-hm.  It seems like I'll probably never understand it.  So I can make life a lot easier for myself by not trying."
Client,57,": M-hm.  It may be one of those things that if you can accept it, you wouldn't need to have all the explanations.  S58: Wonder what  what keeps me, um, feeling like I need to justify myself.  Like that's a more basic"
Client,58,": M-hm. It's a broader statement of it. S59: than about a particular view, accepting myself about this and about that."
Client,59,": M-hm. You would in general feel “I have to justify myself with proper reasons.” S60: M-hm.   Well, do you do that? Do you"
Client,60,": I suspect we all do, some.  M-hm. S61: So there's nobody that just  floats along on their  intuition. That’s not it either. So what I need is more balance really.  Not that I’m wrong to justify it, but that I can be more, justify it less and feel more,   and feel comfortable.  S Commentary 9: [This experience that I had with Carl is, uh, real special to me and, uh, one of the things about it that feels real close to me is the emotional safety I felt with him. That there was somehow a, a boundary or a fence or a something that, uh, separated the space that I was in with Carl from the rest of the world and inside that space I was very safe and I would not be hurt. I didn't have to have any fear that I would be hurt no matter what I said or did, and the focus of my thinking was how very safe that felt. Another thing I felt from him that I think has affected me some over this time is that I felt, uh, like support from him to be myself, to listen to myself and to respond to myself and to care about, to put myself first. I think about how my life might have been changed by my experiences with Carl. I think Carl's caring for me in the way that he did, his, uh, modeling, helping me to learn to care for myself, where like maybe my most important resource would be myself.  So it seems to me that in his style of relating there's a lot of support to do that, a lot of encouragement and influence to listen to Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 51 myself.] END OF SESSION Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 52 This transcript is available for purposes of research, study and teaching. It may not be sold. Kathy Interview by Carl Rogers  [Source: Shostrom, E. L. . Three approaches to psychotherapy II [Film]. Orange, CA.] Rogers: I want to meet this client as a person. And I want our encounter to be that of two persons. I have no desire to have advance information regarding her. I'll work with whatever she wishes to reveal of herself. It's my hope that I can first of all be myself. Be present. Be real in the relationship. I usually find it easy, also, to feel a caring for the client. But I can't predict in advance whether I will feel that. I would like to let myself enter into her inner world of feelings and perceptions as accurately and as sensitively as I can. In order to experience that kind of empathy, I'11 need to lay aside, as far as possible, my own biases and preconceptions. The extent to which I can do that will to a considerable degree determine the progress which she is able to make in the time we have together. I feel I'm a responsible therapist. I'm responsible for doing my best to create a facilitative climate in which she can explore her feelings in the way that she desires, move toward the goals that she wishes to achieve. It's in this deep sense that my approach to therapy is centered in the client. Aiming to empower him or her to search out and experience the areas of conflict or pain, to perceive self in new ways, to choose to follow new options in behavior. It is my own self I find feelings other than those of caring and of understanding I'll feel free to express these; but as my own feelings, not as any judgment of or guide for the client. Or, especially on a first interview, I may have no other feelings than a prizing of the client and a desire to in-dwell in her experience. There's no way I can tell in advance. For me each encounter with a client is fresh, unpredictable, often enriching to my learning as well as hopefully, enriching the self-learning of the client. So I look forward with eagerness to whatever our time together may bring. Rogers’ Transcripts, Volume 12, Kathy, Introduction, page 53 This transcript is available for purposes of research, study and teaching. It may not be sold. Throughout this interview the responses of the therapist  , and the client  are numbered for easy reference. Carl Rogers’ Interview with Kathy -- 1977 T: Hi, Kathy. C: Hi, Dr. Rogers. T: I'm really glad to meet you. C: Thank you. T: And… I don't know whether you're feeling a little uptight under these lights and all, but I think I'm feeling a little uptight, but I don't think that will last very long. And I have, not having met you before I, I don't have any idea what sort of concerns or issues you want to bring up, but I'd be glad to hear whatever you want to say."
Client,1,: I'm not quite sure where to begin.
Therapist,1,": Uhm, hmm."
Client,2,": But, uh, some of my concerns are, um, I've become very much aware since my husband was killed last December, um, my own feelings of aloneness."
Therapist,2,": Uhm, hmm."
Client,3,": And I don't think it’s directly related to his death because we had been separated for about four years before he was killed. And I, I became aware that, after he died especially, that he was really very important in my life. I was kind of using him as a shield against going out and having other relationships. And now he’s gone and I can't use that anymore. And I feel very, very frightened of new male relationships. Rogers’ Transcripts, Volume 12, Kathy Interview, page 54"
Therapist,3,": So in some way his, his death, uh, really made you aware of the fear you have of, of new relationships, especially with men."
Client,4,": Right, right. Definitely, I didn't have him. I didn't have that to hide behind anymore. And, uh, I had a tremendous feeling of loss when he died because I did care for him. But, um, in going out with other men lately, I just have this feeling of, uh, it's very strange. I'm very uncomfortable."
Therapist,4,": So that, the feeling you have is something more than just the loss of him. It's a different feeling, a fee1ing of uneasy or scared or unsure."
Client,5,": Yes. For a long time I didn't feel like going out and that was fine. I was going through my loss of him, but that was all right. I didn’t push it or anything. But just recently I started going out and I've been aware for years of how lonely, I have been very, very lonely. I haven't been dating very much for the last four years, mostly just working and taking care of the kids. And um, I think I'm keeping myself in kind of a no-win situation where I'm really lonely. And yet it's kind of like I'm keeping myself there because I've got a guard around me, and I'd kind of like to break out of that."
Therapist,5,: It’s as though you're in some way sort of responsible for your loneliness.
Client,6,": Yes, I know that. I'm very… I am."
Therapist,6,": And that's something you'd like to break out of that shell, or that safeguard that you've been hiding behind."
Client,7,: Part of me does.
Therapist,7,": Part of you does. Ok, ok."
Client,8,": Part of me says, “No way”."
Therapist,8,": So it really is a very ambivalent, two-way thing.  I suspect it's been pretty comfortable, um, behind that safeguard; it's more of risk if you break out. Is that part of it?"
Client,9,": I, I can almost, well I was going to say I can almost go back to the point where I really built up that safeguard in me when my marriage was going bad. Over five years ago and I could feel myself, and I know I did, I withdrew and I’ve been withdrawn ever since. It's kind of like, “No more. I don't want any more hurt.” So…"
Therapist,9,": Uhm, hmm, it's just too damn risky, taking the possibility of being hurt again. And you've withdrawn from that for a long time. Rogers’ Transcripts, Volume 12, Kathy Interview, page 55"
Client,10,": Uhm, hmm. See, and I've been aware of this for a long time too, but I never go beyond the awareness level."
Therapist,10,": So that the knowledge isn't new, it's the um, question of what you do about it."
Client,11,": That's right, that's right. How can one stay safe and still be open?"
Therapist,11,": The way you shake your head makes me feel, “I don't see any way.”"
Client,12,": I don't, I really don’t. If I did, maybe I probably would have done it a long time ago, but I don't."
Therapist,12,": Just seems kind of unbearable to, to be, open with a person and yet feel safe."
Client,13,": I, I think I'm a pretty open person to begin with. And uh, everything is fine in a relationship as long as the focus does not turn onto me."
Therapist,13,": I see, I see. If you can keep the focus on the other person you're ok."
Client,14,": That's right. And the focus on me up to a certain level, but not in the romantic kind of a way. A friendship, I would value that."
Therapist,14,": But love, you want to, keep that at arms length."
Client,15,": But you know, that's important though, because um, if a person doesn't want to really be your friend, how can you have them for a lover?"
Therapist,15,": Uhm, hmm."
Client,16,: No way.
Therapist,16,": Not quite sure I get that. You mean friendship is a necessary first step, is that what you're saying, or…"
Client,17,: It is for me.
Therapist,17,: Yeah.
Client,18,: We've gotten to the point where I won't go beyond.
Therapist,18,": Uhm, hmm, that's what I was sort of thinking. You've thought your way this far, but then where do you…"
Client,19,: I've laid the cards out and that's all I want to play.
Therapist,19,": So that, in this relationship it's like in your other relationships. Rogers’ Transcripts, Volume 12, Kathy Interview, page 56"
Client,20,: That's right.
Therapist,20,": It goes so far and then, “Let's stop. That's as far as I want to go.”   If you go any further, there's a risk, isn't it?"
Client,21,": Yes, it is."
Therapist,21,: And I think your eyes tell me you're feeling that risk right now.
Client,22,": So here I am.  I feel like saying to myself, “Well you got this far. It's not so bad.”  It's all right; I make the best out of it."
Therapist,22,: It's all right up to this point.
Client,23,": Yeah, right."
Therapist,23,: So let’s laugh it off.
Client,24,": Yeah, make a joke. Talk about something else."
Therapist,24,": Could, very easy to run away from yourself."
Client,25,": See, but that's it. I made a bargain with myself. There's two parts: the part that understands and it’s all right, and the other part that's scared silly. But the part that understands isn’t going to force the part that's scared. When it’s safe enough, I'll be kind to myself."
Therapist,25,": And let the scared part come out when, when you’re ready for it, when…"
Client,26,": When the scared part feels ready. It’s as if part of me is in a cave away from the rest of the world. But it cert-, I certainly can't come out of that cave, unless I know that it’s all right, that there won't be a lot of pain to greet me. What's the sense in coming out? So it’s up to the best of me to make sure that there are nurturing people around me."
Therapist,26,": And when you feel safe enough, either in this relationship or with other people, then you can let yourself come out of the cave and let the scared part of you emerge."
Client,27,": That's right. That's why, that's why I value the friendships with men and with other people. I don't care for the rest. Not to say that I don't need it, I do, but I need the friendship, and the safety and the security of that first. I, um, took a trip not too long ago and I met a man that I had known years and years ago, only very briefly. And I met him again I went out with him. And he was such a lovely person, such a kind person, and a very ... a very good person. Rogers’ Transcripts, Volume 12, Kathy Interview, page 57 Anyway, it was in the mountains and as I was driving home from his, um, his home, looking at the mountains, I, I had this feeling. It’s kind of funny, I haven't read the Carlos Castaneda books, but I know the concept of the third eye. And I was feeling as I was driving through those mountains that, “Now it’s all right for my third eye to come out, and to be able to perceive.” And I felt so good. But when I came back home, I've kind of busied myself with woodworking, and the house, and that kind of thing. And I'm kind of back in the same environment, in the same predicament. But I know that I, I consciously at times choose between focusing in on things and not."
Therapist,27,": I'm, I'm really interested in that experience, when you were away from him, then there was just a little while, when it felt safe. And you could perceive…"
Client,28,: When I was driving.
Therapist,28,": Yeah, when you were driving and you could perceive yourself and the whole situation, I guess."
Client,29,": I could perceive, it doesn’t have much to, it did have to do with him, but I could perceive myself, and my closed-offedness. And at that time I was open, and I had that perception of myself and that awareness that I had been closed. And that, when I was driving through that canyon I was feeling very open and now I could have my understanding, and it was a1l right."
Therapist,29,: You let yourself for that time come out of the cave.
Client,30,": Yeah, yes, it was great. And then he came to see me. He flew in to see me a couple of weeks ago. And um, I felt, see I was aware I had this memory of that opening up and so I felt more guarded."
Therapist,30,": Ah, is that right."
Client,31,": But kind of slowly unpeeling layers, or slowing coming up."
Therapist,31,": But somehow, having, having come out of the cave, you were afraid you might come out of the cave too easily."
Client,32,": Too, yeah that's right, that's right."
Therapist,32,": “So, watch out, be careful”."
Client,33,: That's right.
Therapist,33,": You sound like a very tender, vulnerable part of you that lives in that cave."
Client,34,": I think my most tender part.  Rogers’ Transcripts, Volume 12, Kathy Interview, page 58"
Therapist,34,: Your most?
Client,35,: My most tender part.
Therapist,35,": Your most tender part. Uhm, hmm. Uhm, hmm. Uhm, hmm. It's really a very precious part of you that you keep in the cave"
Client,36,":  I, for a long, long time, I’ve had the feeling of hopelessness of ever coming out. And do you know life is an existence without all of you…"
Therapist,36,: Without?
Client,37,: …all of you.
Therapist,37,": Yeah, I see."
Client,38,: Right.
Therapist,38,": So, you, the hopelessness, I gather is because you know you're not living with all of you. Part of you you're keeping well hidden."
Client,39,: That's right.
Therapist,39,": Well guarded. And it isn't really living, unless you can live it with all of you."
Client,40,": That's right, it's just doing things, just doing things. The part that, you know, that I consciously avoid are the arts. The things that I love, music, theater, paintings, that kind of thing."
Therapist,40,: Those are the things that touch your feelings.
Client,41,: I don’t get to the core.
Therapist,41,": Ok, things that touch your feelings or touch the core of you, those you want to stay away from."
Client,42,: That's right.
Therapist,42,": They got, they get too close, too close to this very tender part of you."
Client,43,:  I’ve reached another stop.
Therapist,43,": Uhm, hmm, but you felt safe enough to let out a little bit more and now it’s come to another stop. Rogers’ Transcripts, Volume 12, Kathy Interview, page 59"
Client,44,":  I have to give equal time to all of my dimensions. We just have, I just felt, you know, in touch with my vulnerability, but now I’m feeling angry."
Therapist,44,: Ok.
Client,45,": Like, “It’s none of your business…”"
Therapist,45,": Uhm, hmm."
Client,46,: …what I'm feeling.
Therapist,46,": Uhm, hmm, what am I doing getting that close to the vulnerable part of you? “Damn it, stay away.”"
Client,47,": That’s right, that’s right. What do you want to do that for?"
Therapist,47,": Uhm, hmm. Uhm, hmm."
Client,48,: You've got other things to do.
Therapist,48,": So you’re putting up all kinds of guards against me, and striking out, “What the hell are you doing”, and, “getting so close to the vulnerable part of me, why don’t you go do something else”, hmm?"
Client,49,: That's the part that keeps me lonely.
Therapist,49,": Uhm, hmm. So that, that pushing away part, that kind of angry, “Get away from me” part, is what keeps you very lonely."
Client,50,": It's like I don't really trust that I can trust you to know that. I can tell this and that. You may feel a little something about it, but what then? You know, I mean you know, “It's a nice story, so, big deal, something else to do”."
Therapist,50,": What I hear is that, is that you feel that I don’t really care, just a story…"
Client,51,: That's right.
Therapist,51,: Just something… but what if I do …
Client,52,: You know…
Therapist,52,: But what if I do care.
Client,53,":  I want to make a joke and say, ""Aw, go on.""  You know, um, I'm a nurse and, a psychiatric nurse, worked in a psychiatric hospital last year. One of the big things there, the patients got a lot of points if they would talk in group. I mean everybody wants you to talk. You know, Rogers’ Transcripts, Volume 12, Kathy Interview, page 60 the good patient talks. And I thought, you know, anybody can talk. The reason why people don’t talk is not because they can’t talk, it’s because they don't know how people are going to respond. That's where it’s at. So I don’t think the patients were not being good patients. I don't think they were being bad patients because they weren't talking. I think that the staff should have a demerit for not responding. Ok, these patients talked, now how do you respond? Makes it a whole new ballgame."
Therapist,53,: Yeah.
Client,54,": And so now, I talked."
Therapist,54,: You've earned some points.
Client,55,": Yeah now I earned my points, that's true. But, um, I think that’s the fear of everyone. It’s not so much revealing themselves, but being cared about. That's my fear. That's my fears after I've revealed myself, “Who cares?”"
Therapist,55,": It's uh, when you've let out a tender part of yourself, then it’s damned important to know, “Does this other person care? Does it make any difference?”"
Client,56,": My husband used to say he cared, but it was just words, it was words. He um, I think he cared as much as he could care but, he had so many conflicts inside of himself that he didn't even see me as a person. Didn't even see me. It's not that he didn't want to care. It's that he couldn't, he was too busy with himself. But I understand that. And I understand that with other people, too. But see I just can’t go around revealing myself all the time to people who are just too busy with themselves."
Therapist,56,": Uhm, hmm. You need a response, you need a caring, you need to make a difference to somebody."
Client,57,": That's it, not to someone who’ll say, ""Oh, well, Kathy, I really care,"" and then I don't see them for a couple of years. Or, ""I'll call you"" and then they never call. You know, when I first split up from my husband, I would go to these different functions, not with a date, but with friends, and meet a man and he'd say, ""I'll call you"". And for a while there I'd be sure that I wasn't home, because I couldn't stand to know if he didn't call. And that way I didn't know if he didn't call, so there was a possibility that he had called. But I wasn't home, so how could I know. So with that, that, that vulnerable I was really in touch with it."
Therapist,57,": It makes so much difference to you to know whether the other person is going to really respond. “When they say they care, do they care?”"
Client,58,": That's right, caring people, will call you, or drop by, “How's it going?”, that Rogers’ Transcripts, Volume 12, Kathy Interview, page 61 kind of thing."
Therapist,58,: And that's not enough?
Client,59,": No, it would be enough, if they would do that.  That'd be just great, that would be just great. I don't think I really want that much from another person. The morsels are fine, but I'm not even getting the morsels."
Therapist,59,": Uhm, hmm, it isn't as though you want a whole meal, it's that…"
